STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,IQUAL,RGBE,R_RGBE,RPBE,R_RPBE,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD,CT,FTEMP
ABAB,ABB-041,1577.34,8.644,-36.2946,83.9139,2.98,0.1668,2.602,Lower_BTL,,0.5990433333333333,0.5990433333333333,2.829093335106869,-0.015,-0.0017773655968759,0.0543829469031239,0.0,0.0561603124999999,2.821021090630726,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33557046979865773,153.86700000000002
ABAB,ABB-041,1577.4924,8.648,-35.8073,82.964,2.857,0.1716,2.614,Lower_BTL,,0.5884888888888888,0.5884888888888888,2.848531158872448,-0.015,-0.0009195853786901,0.054251247954643,0.0,0.0551708333333332,2.8444095397974856,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.35001750087504374,153.87462
ABAB,ABB-041,1577.6448,8.652,-35.654,82.013,2.806,0.1773,2.593,Lower_BTL,,0.5779222222222222,0.5779222222222222,2.788800115829099,-0.015,-0.0037942406715711,0.0503859676617621,0.0,0.0541802083333333,2.7728630787410493,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3563791874554526,153.88224000000002
ABAB,ABB-041,1577.7972,8.656,-35.4998,79.635,2.755,0.1958,2.582,Lower_BTL,,0.5515000000000001,0.5515000000000001,2.7443143812709025,0.0061872909698996,0.0019648792709123,0.0536680042709122,0.0019648792709123,0.0536680042709122,2.75198985182318,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3629764065335753,153.88986
ABAB,ABB-041,1577.9496,8.66,-35.3465,78.685,2.704,0.2131,2.576,Lower_BTL,,0.5409444444444444,0.5409444444444444,2.724476582355077,0.0517790148856347,0.0155532854838534,0.0662668271505201,0.0155532854838534,0.0662668271505201,2.784952657463446,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3698224852071006,153.89748
ABAB,ABB-041,1578.102,8.661,-34.7333,77.734,2.627,0.215,2.565,Lower_BTL,,0.5303777777777777,0.5303777777777777,2.694877679458666,0.0625348980267827,0.0211728013992635,0.0708957180659302,0.0211728013992635,0.0708957180659302,2.774898539865553,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.38066235249333846,153.9051
ABAB,ABB-041,1578.2544,8.662,-34.12,77.021,2.55,0.217,2.609,Lower_BTL,,0.5224555555555556,0.5224555555555556,2.782953302775774,0.0714918913888178,0.0153678654471848,0.0643480737805181,0.0153678654471848,0.0643480737805181,2.842238406566882,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3921568627450981,153.91272
ABAB,ABB-041,1578.4068,8.663,-33.8838,77.021,2.499,0.2175,2.597,Lower_BTL,,0.5224555555555556,0.5224555555555556,2.757824751622885,0.0725389143535215,0.0180130520015695,0.0669932603349028,0.0180130520015695,0.0669932603349028,2.826729268662089,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4001600640256102,153.92034
ABAB,ABB-041,1578.5592,8.664,-33.6465,78.566,2.448,0.2165,2.584,Lower_BTL,,0.5396222222222222,0.5396222222222222,2.7410653086836896,0.0600207559009509,0.016150216998291,0.0667398003316243,0.016150216998291,0.0667398003316243,2.804363007939671,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4084967320261438,153.92795999999998
ABAB,ABB-041,1578.7116,8.665,-33.2842,80.111,2.396,0.2122,2.567,Lower_BTL,,0.5567888888888889,0.5567888888888889,2.7139825515806364,0.0390872170272506,0.0126341702796389,0.0648331286129722,0.0126341702796389,0.0648331286129722,2.764274950823343,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.41736227045075125,153.93558000000002
ABAB,ABB-041,1578.864,8.666,-32.921,82.013,2.366,0.2089,2.545,Lower_BTL,,0.5779222222222222,0.5779222222222222,2.675077000026324,0.015701424171427,0.0076130964695245,0.0617933048028578,0.0076130964695245,0.0617933048028578,2.7058456598668417,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.42265426880811496,153.9432
ABAB,ABB-041,1579.0164,8.666,-33.1857,81.062,2.335,0.2099,2.567,Lower_BTL,,0.5673555555555555,0.5673555555555555,2.7204299142226103,0.0261775129693359,0.0085375422062099,0.0617271255395432,0.0085375422062099,0.0617271255395432,2.7550632647481126,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4282655246252677,153.95082000000002
ABAB,ABB-041,1579.1688,8.667,-33.4505,78.447,2.289,0.2204,2.577,Lower_BTL,,0.5383,0.5383,2.725070392029456,0.0692982456140351,0.0197365589932574,0.0702021839932574,0.0197365589932574,0.0702021839932574,2.802106070551317,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.436871996505024,153.95844
ABAB,ABB-041,1579.3212,8.674,-33.7152,75.832,2.243,0.2222,2.576,Lower_BTL,,0.5092444444444444,0.5092444444444444,2.7067469661293244,0.0895852200688281,0.0278117859381197,0.0755534526047863,0.0278117859381197,0.0755534526047863,2.8092814085125752,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4458314757021846,153.96606000000003
ABAB,ABB-041,1579.4736,8.681,-33.9799,72.742,2.212,0.2163,2.563,Lower_BTL,,0.4749111111111112,0.4749111111111112,2.6652016589783742,0.0953764441999238,0.0361507043044367,0.0806736209711033,0.0361507043044367,0.0806736209711033,2.7883219524611733,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4520795660036166,153.97368
ABAB,ABB-041,1579.626,8.687,-34.2437,71.3151,2.181,0.2098,2.589,Lower_BTL,,0.4590566666666666,0.4590566666666666,2.7069585230738893,0.0908231299643216,0.0309624500269157,0.0739990125269157,0.0309624500269157,0.0739990125269157,2.810593031148063,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4585052728106373,153.9813
ABAB,ABB-041,1579.7784,8.694,-34.7594,76.07,2.166,0.2248,2.578,Lower_BTL,,0.5118888888888888,0.5118888888888888,2.712235374459367,0.0935010243569315,0.0280098262303804,0.0759994095637137,0.0280098262303804,0.0759994095637137,2.816472021650104,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.46168051708217916,153.98892
ABAB,ABB-041,1579.9308,8.7,-35.4002,80.8239,2.151,0.2447,2.55,Lower_BTL,,0.5647099999999999,0.5647099999999999,2.6797319028693507,0.1080923062785729,0.0313549670783397,0.0842965295783397,0.0313549670783397,0.0842965295783397,2.8101190548179167,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4649000464900047,153.99654
ABAB,ABB-041,1580.0832,8.768,-36.0409,80.349,2.151,0.2644,2.493,Lower_BTL,,0.5594333333333333,0.5594333333333333,2.547601573730801,0.155704774154498,0.056913727914969,0.109360602914969,0.056913727914969,0.109360602914969,2.77718348485777,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4649000464900047,154.00416
ABAB,ABB-041,1580.2356,8.898,-36.3057,79.635,2.151,0.2883,2.517,Lower_BTL,,0.5515000000000001,0.5515000000000001,2.5993868450390187,0.2124303232998885,0.0648601685561346,0.1165632935561346,0.0648601685561346,0.1165632935561346,2.8697876007824275,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4649000464900047,154.01178
ABAB,ABB-041,1580.388,9.012,-36.3194,78.6849,2.181,0.2991,2.522,Lower_BTL,,0.5409433333333333,0.5409433333333333,2.60684338171758,0.2391204426468772,0.0715970853850545,0.1223105228850545,0.0715970853850545,0.1223105228850545,2.9037654565846,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4585052728106373,154.01940000000002
ABAB,ABB-041,1580.5404,9.044,-36.3331,72.504,2.335,0.301,2.516,Lower_BTL,,0.4722666666666667,0.4722666666666667,2.5750631632137444,0.2571500757958564,0.0916662382722805,0.1359412382722805,0.0916662382722805,0.1359412382722805,2.906159264819,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4282655246252677,154.02702
ABAB,ABB-041,1580.6928,9.065,-36.3469,69.889,2.427,0.288,2.568,Lower_BTL,,0.443211111111111,0.443211111111111,2.6619295164734287,0.2386472032088763,0.0783677529959402,0.1199187946626068,0.0783677529959402,0.1199187946626068,2.9341618073829063,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4120313143798929,154.03464000000002
ABAB,ABB-041,1580.8452,9.152,-36.3606,67.512,2.519,0.2724,2.582,Lower_BTL,,0.4168,0.4168,2.6763374485596705,0.2169410150891632,0.0735818753373489,0.1126568753373488,0.0735818753373489,0.1126568753373488,2.918377609994076,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.39698292973402144,154.04226
ABAB,ABB-041,1580.9976,9.202,-36.2484,61.0931,2.611,0.2494,2.564,Lower_BTL,,0.3454788888888889,0.3454788888888889,2.6241731444024383,0.1962998392378482,0.0850456872726045,0.1174343331059378,0.0850456872726045,0.1174343331059378,2.866727810562332,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3829950210647261,154.04988
ABAB,ABB-041,1581.15,8.994,-36.1371,65.61,2.919,0.2354,2.559,Lower_BTL,,0.3956666666666666,0.3956666666666666,2.630364037506894,0.1603695532266961,0.0667116037205822,0.1038053537205822,0.0667116037205822,0.1038053537205822,2.8326702197156965,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.34258307639602603,154.0575
ABAB,ABB-041,1581.3024,8.676,-36.1508,68.7,3.134,0.2342,2.604,Lower_BTL,,0.43,0.43,2.720175438596491,0.1468421052631578,0.0461263103895359,0.0864388103895359,0.0461263103895359,0.0864388103895359,2.87163436424736,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3190810465858328,154.06512
ABAB,ABB-041,1581.4548,8.705,-36.1646,67.7499,3.349,0.2336,2.589,Lower_BTL,,0.4194433333333333,0.4194433333333333,2.689425379090183,0.149502776071242,0.0522316242772019,0.0915544367772019,0.0522316242772019,0.0915544367772019,2.856446482700788,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2985965959988056,154.07274
ABAB,ABB-041,1581.6072,8.88,-36.6793,57.765,3.81,0.2283,2.538,Upper_BTS,,0.3085,0.3085,2.577259580621836,0.1740057845263919,0.0906179820963468,0.1195398570963468,0.0906179820963468,0.1195398570963468,2.8151233811341663,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.26246719160104987,154.08035999999998
ABAB,ABB-041,1581.7596,8.924,-37.9471,51.585,4.025,0.2203,2.529,Upper_BTS,,0.2398333333333333,0.2398333333333333,2.5539245779434334,0.1793795220346415,0.1063523174392475,0.1288366924392475,0.1063523174392475,0.1288366924392475,2.806692783758085,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.24844720496894407,154.08798000000002
ABAB,ABB-041,1581.912,8.786,-38.7138,41.8381,4.24,0.2075,2.583,Upper_BTS,,0.1315344444444444,0.1315344444444444,2.603143667183116,0.1859174994466613,0.1131651956999922,0.1254965498666588,0.1131651956999922,0.1254965498666588,2.8433395898577376,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.23584905660377356,154.0956
ABAB,ABB-041,1582.0644,8.687,-39.4796,39.223,4.393,0.1895,2.587,Upper_BTS,,0.1024777777777777,0.1024777777777777,2.602642460106219,0.171174344182131,0.1103921020232308,0.1199993936898974,0.1103921020232308,0.1199993936898974,2.8274071659951017,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.22763487366264512,154.10322000000002
ABAB,ABB-041,1582.2168,8.647,-40.7473,39.699,4.547,0.1672,2.584,Upper_BTS,,0.1077666666666666,0.1077666666666666,2.6001849292038703,0.1451208577726304,0.0984191532089977,0.1085222782089977,0.0984191532089977,0.1085222782089977,2.7985800318025382,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.21992522542335607,154.11084
ABAB,ABB-041,1582.3692,8.592,-42.266,41.363,4.7,0.1512,2.563,Upper_BTS,,0.1262555555555555,0.1262555555555555,2.5793284331803097,0.1224735175553493,0.09038438391161,0.1022208422449433,0.09038438391161,0.1022208422449433,2.7615519528859167,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2127659574468085,154.11846000000003
ABAB,ABB-041,1582.5216,8.512,-43.7838,43.502,4.578,0.1458,2.546,Upper_BTS,,0.1500222222222222,0.1500222222222222,2.562944129258281,0.1097584250568642,0.085198841993985,0.0992634253273183,0.085198841993985,0.0992634253273183,2.737061150116905,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.218435998252512,154.12608
ABAB,ABB-041,1582.674,8.489,-44.2995,45.048,4.301,0.1461,2.542,Upper_BTS,,0.1672,0.1672,2.560470701248799,0.1051633045148895,0.0817417205619385,0.0974167205619385,0.0817417205619385,0.0974167205619385,2.7303051382008925,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.23250406882120436,154.1337
ABAB,ABB-041,1582.8264,8.466,-44.1873,46.593,3.84,0.1461,2.509,Upper_BTS,,0.1843666666666667,0.1843666666666667,2.522336425681474,0.100010217009277,0.0861557313001236,0.1034401063001236,0.0861557313001236,0.1034401063001236,2.702133595154312,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2604166666666667,154.14132
ABAB,ABB-041,1582.9788,8.479,-44.076,48.494,3.548,0.1439,2.492,Upper_BTS,,0.2054888888888889,0.2054888888888889,2.5028626968366288,0.0905951948088272,0.0858838376360481,0.1051484209693814,0.0858838376360481,0.1051484209693814,2.6850058638804706,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2818489289740699,154.14894
ABAB,ABB-041,1583.1312,8.491,-45.0927,52.06,3.257,0.1425,2.459,Upper_BTS,,0.2451111111111111,0.2451111111111111,2.4619222843685606,0.0751251103915219,0.086554487796671,0.1095336544633376,0.086554487796671,0.1095336544633376,2.651252557230874,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.30703101013202333,154.15656
ABAB,ABB-041,1583.2836,8.514,-45.3575,55.388,2.995,0.1522,2.467,Upper_BTS,,0.2820888888888889,0.2820888888888889,2.473679811799665,0.0744784250603603,0.0793062596857454,0.1057520930190788,0.0793062596857454,0.1057520930190788,2.6566913150592577,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.333889816360601,154.16418
ABAB,ABB-041,1583.436,8.537,-45.6222,59.192,2.734,0.157,2.472,Upper_BTS,,0.3243555555555555,0.3243555555555555,2.482561505065122,0.0643467964741481,0.0693867633588707,0.099795096692204,0.0693867633588707,0.099795096692204,2.6522420675162643,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.365764447695684,154.17180000000002
ABAB,ABB-041,1583.5884,8.567,-44.382,63.946,2.427,0.1619,2.459,Upper_BTS,,0.3771777777777778,0.3771777777777778,2.4644503514468195,0.0479876547614799,0.0623791667222333,0.0977395833889,0.0623791667222333,0.0977395833889,2.6274485217923096,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4120313143798929,154.17942
ABAB,ABB-041,1583.7408,8.625,-43.0167,69.176,2.304,0.1667,2.459,Upper_BTS,,0.4352888888888889,0.4352888888888889,2.4659373524319217,0.0254092554698567,0.0485358300777123,0.0893441634110457,0.0485358300777123,0.0893441634110457,2.603779067943292,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4340277777777778,154.18704000000002
ABAB,ABB-041,1583.8932,8.689,-41.6505,73.693,2.181,0.1844,2.459,Upper_BTS,,0.4854777777777777,0.4854777777777777,2.467491955859805,0.0281480121795842,0.0449425636315828,0.0904561052982494,0.0449425636315828,0.0904561052982494,2.607942781185184,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4585052728106373,154.19466
ABAB,ABB-041,1584.0456,8.786,-40.4102,79.3979,2.089,0.2127,2.467,Upper_BTS,,0.5488655555555556,0.5488655555555556,2.4876827799547314,0.0456561360126692,0.0412753687905934,0.0927315146239267,0.0412753687905934,0.0927315146239267,2.637501727572489,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47869794159885115,154.20228
ABAB,ABB-041,1584.198,8.882,-37.6659,79.398,2.058,0.2359,2.459,Upper_BTS,,0.5488666666666666,0.5488666666666666,2.469949756169646,0.0970814245603665,0.0550492611653422,0.1065055111653422,0.0550492611653422,0.1065055111653422,2.674248928273173,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4859086491739553,154.2099
ABAB,ABB-041,1584.3504,9.038,-36.1747,79.398,2.028,0.2672,2.435,Upper_BTS,,0.5488666666666666,0.5488666666666666,2.416750406383922,0.1664622432392493,0.0764622001970315,0.1279184501970315,0.0764622001970315,0.1279184501970315,2.7058782404269697,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4930966469428008,154.21752
ABAB,ABB-041,1584.5028,9.32,-35.9374,75.832,1.997,0.3004,2.452,Upper_BTS,,0.5092444444444444,0.5092444444444444,2.4540753486687192,0.248931353015758,0.0994205419461236,0.1471622086127902,0.0994205419461236,0.1471622086127902,2.823490182935056,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5007511266900351,154.22514
ABAB,ABB-041,1584.6552,9.488,-35.7002,67.274,1.966,0.291,2.456,Upper_BTS,,0.4141555555555555,0.4141555555555555,2.460241626522019,0.2492906725334749,0.117806527186901,0.1566336105202343,0.117806527186901,0.1566336105202343,2.8277887600583207,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.508646998982706,154.23275999999998
ABAB,ABB-041,1584.8076,9.656,-35.5889,61.5689,2.089,0.2774,2.451,Upper_BTS,,0.3507655555555555,0.3507655555555555,2.451540275640883,0.2381759884718925,0.1283637919992406,0.1612480628325739,0.1283637919992406,0.1612480628325739,2.809259055046464,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47869794159885115,154.24038000000002
ABAB,ABB-041,1584.96,9.695,-35.4776,47.7811,2.212,0.2641,2.446,Upper_BTS,,0.1975677777777778,0.1975677777777778,2.445015155312529,0.2429504603365601,0.1620631780111123,0.180585157177779,0.1620631780111123,0.180585157177779,2.8107163872211824,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4520795660036166,154.248
ABAB,ABB-041,1585.1124,9.605,-35.2404,45.88,2.335,0.2493,2.526,Upper_BTS,,0.1764444444444444,0.1764444444444444,2.542282784673502,0.2277253103076092,0.1381388467442089,0.1546805134108755,0.1381388467442089,0.1546805134108755,2.853114374404828,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4282655246252677,154.25562000000002
ABAB,ABB-041,1585.2648,9.386,-35.0031,48.732,2.427,0.1798,2.618,Upper_BTS,,0.2081333333333333,0.2081333333333333,2.662156928775888,0.135064825728237,0.0710519445764265,0.0905644445764265,0.0710519445764265,0.0905644445764265,2.825998590664035,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4120313143798929,154.26324
